LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2021-07-19 03:21:06,1900-01-00 00:00:00,,E8:CC:18:A8:69:2A,-41, ,0.000000,0.000000,0.000,0.000,AP
2021-07-19 03:21:06,1900-01-00 00:00:00,,A0:41:47:8C:2E:50,-53,,0.000000,0.000000,0.000,0.000,Client
2021-07-19 03:21:06,1900-01-00 00:00:00,Meidan Millioni,E8:CC:18:A8:69:2A,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-07-19 03:21:06,1900-01-00 00:00:00,Meidan Millioni,E8:CC:18:A8:69:2A,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-07-19 03:21:06,1900-01-00 00:00:00,Meidan Millioni,E8:CC:18:A8:69:2A,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-07-19 03:21:06,1900-01-00 00:00:00,,A0:41:47:8C:2E:50,-49,,0.000000,0.000000,0.000,0.000,Client
2021-07-19 03:21:06,1900-01-00 00:00:00,Meidan Millioni,E8:CC:18:A8:69:2A,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-07-19 03:21:06,1900-01-00 00:00:00,,A0:41:47:8C:2E:50,-49,,0.000000,0.000000,0.000,0.000,Client
2021-07-19 03:21:06,1900-01-00 00:00:00,,A0:41:47:8C:2E:50,-49,,0.000000,0.000000,0.000,0.000,Client
2021-07-19 03:21:06,1900-01-00 00:00:00,,A0:41:47:8C:2E:50,-49,,0.000000,0.000000,0.000,0.000,Client
2021-07-19 03:21:06,1900-01-00 00:00:00,,A0:41:47:8C:2E:50,-43,,0.000000,0.000000,0.000,0.000,Client
2021-07-19 03:21:06,1900-01-00 00:00:00,Meidan Millioni,E8:CC:18:A8:69:2A,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-07-19 03:21:06,1900-01-00 00:00:00,,A0:41:47:8C:2E:50,-41,,0.000000,0.000000,0.000,0.000,Client
2021-07-19 03:21:06,1900-01-00 00:00:00,Meidan Millioni,E8:CC:18:A8:69:2A,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-07-19 03:21:06,1900-01-00 00:00:00,Meidan Millioni,E8:CC:18:A8:69:2A,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-07-19 03:21:06,1900-01-00 00:00:00,Meidan Millioni,E8:CC:18:A8:69:2A,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-07-19 03:21:06,1900-01-00 00:00:00,Meidan Millioni,E8:CC:18:A8:69:2A,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-07-19 03:21:06,1900-01-00 00:00:00,Meidan Millioni,E8:CC:18:A8:69:2A,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
